datetime,Open,High,Low,Close
2024-04-24 10:15:00,22435.15,22461.3,22435.15,22447.9
2024-04-24 10:30:00,22447.2,22476.45,22447.2,22465.5375
2024-04-24 10:45:00,22465.5,22474.3,22457.85,22467.95
2024-04-24 11:00:00,22469.825,22469.825,22457.4,22462.975
2024-04-24 11:15:00,22462.9,22468.1,22450.15,22459.6875
2024-04-24 11:30:00,22460.25,22464.75,22450.75,22457.4
2024-04-24 11:45:00,22457.05,22457.9,22438.3,22451.1
2024-04-24 12:00:00,22454.1,22464.9,22451.75,22458.1125
2024-04-24 12:15:00,22457.9,22461.2,22452.15,22457.9125
2024-04-24 12:30:00,22459.15,22463.3,22452.1,22457.4375
2024-04-24 12:45:00,22457.175,22458.0,22443.8,22450.675
2024-04-24 13:00:00,22450.45,22453.75,22432.95,22445.15
2024-04-24 13:15:00,22446.95,22458.95,22446.15,22450.3875
2024-04-24 13:30:00,22448.225,22451.1,22437.85,22446.3
2024-04-24 13:45:00,22448.125,22456.45,22443.3,22448.3875
2024-04-24 14:00:00,22446.9,22452.9,22437.85,22446.5625
2024-04-24 14:15:00,22447.75,22453.15,22430.35,22441.3125
2024-04-24 14:30:00,22440.875,22440.875,22385.9,22413.75
2024-04-24 14:45:00,22416.625,22419.85,22401.6,22409.05
2024-04-24 15:00:00,22407.375,22413.1,22384.0,22402.85
2024-04-24 15:15:00,22407.15,22414.95,22397.1,22406.475
2024-04-25 09:15:00,22406.925,22406.925,22305.25,22331.075
2024-04-25 09:30:00,22328.25,22399.05,22328.25,22367.6875
2024-04-25 09:45:00,22366.975,22412.3,22366.975,22394.5625
2024-04-25 10:00:00,22396.925,22458.4,22396.925,22428.9625
2024-04-25 10:15:00,22429.625,22475.55,22429.625,22453.8375
2024-04-25 10:30:00,22450.15,22456.3,22422.15,22438.5375
2024-04-25 10:45:00,22437.85,22437.85,22339.75,22392.375
2024-04-25 11:00:00,22396.75,22444.4,22359.4,22399.775
2024-04-25 11:15:00,22397.65,22435.35,22381.65,22414.9
2024-04-25 11:30:00,22421.3,22421.35,22399.25,22410.925
2024-04-25 11:45:00,22411.55,22417.65,22399.85,22407.675
2024-04-25 12:00:00,22406.6,22406.85,22387.3,22398.1375
2024-04-25 12:15:00,22399.2,22410.45,22380.4,22398.0125
2024-04-25 12:30:00,22400.6,22412.5,22394.95,22401.7875
2024-04-25 12:45:00,22399.85,22439.5,22386.15,22411.2875
2024-04-25 13:00:00,22409.75,22462.9,22409.75,22437.875
2024-04-25 13:15:00,22437.2,22470.45,22437.2,22455.25
2024-04-25 13:30:00,22452.625,22486.15,22428.9,22463.3125
2024-04-25 13:45:00,22469.1,22528.25,22469.1,22498.975
2024-04-25 14:00:00,22491.65,22600.0,22491.65,22541.5125
2024-04-25 14:15:00,22536.625,22602.2,22536.625,22584.275
2024-04-25 14:30:00,22584.175,22625.95,22573.6,22598.275
2024-04-25 14:45:00,22596.775,22606.55,22578.15,22596.0875
2024-04-25 15:00:00,22599.825,22599.825,22567.9,22583.1125
2024-04-25 15:15:00,22583.7,22583.7,22549.4,22563.95
2024-04-26 09:15:00,22565.15,22620.4,22565.15,22605.1625
2024-04-26 09:30:00,22612.45,22612.45,22577.1,22596.1625
2024-04-26 09:45:00,22598.95,22600.45,22564.3,22585.5875
2024-04-26 10:00:00,22588.8,22588.8,22516.35,22555.8125
2024-04-26 10:15:00,22560.75,22560.75,22507.5,22531.9375
2024-04-26 10:30:00,22532.375,22537.4,22513.05,22528.2
2024-04-26 10:45:00,22531.175,22551.65,22529.55,22541.55
2024-04-26 11:00:00,22542.5,22554.45,22513.5,22533.6625
2024-04-26 11:15:00,22533.35,22538.0,22511.05,22525.25
2024-04-26 11:30:00,22525.975,22547.6,22525.975,22539.0375
2024-04-26 11:45:00,22539.125,22550.45,22518.15,22534.0625
